0	0
1	0
2	0
370	0
383	0
703	1
797	0
855	0
943	0
1009	0
1157	0
1201	0
1204	0
1293	1
1326	0
1382	0
1443	0
1620	0
1725	0
1790	0
1825	0
2091	0
2109	0
2155	0
2519	0
2624	0
2667	1
2717	0
2856	0
2988	0
2997	0
3155	0
3283	1
3367	0
3572	0
3756	0
3848	0
3865	0
4157	0
4189	0
4203	0
4320	0
4400	0
4538	0
4579	0
4659	0
4854	0
5040	0
5085	0
5155	0
5246	0
5252	0
5259	0
5436	0
5525	1
5577	0
5755	0
6000	1
6184	0
6459	1
6572	0
6607	0
6636	0
6723	0
7025	0
7166	1
7304	0
7502	1
7506	0
7655	0
7931	0
8156	1
8414	0
8437	0
8589	0
8590	0
8829	0
8850	0
8901	0
8916	1
9026	0
9091	0
9120	0
9140	0
9336	1
9422	0
9588	0
9616	0
9730	0
9733	0
9810	0
10242	0
10288	0
10446	0
10470	0
10757	0
10787	0
11146	0
11151	0
11353	1
11356	1
11667	0
11685	0
11972	0
12197	0
12230	0
12311	0
12683	0
12687	0
12690	0
12761	0
12925	0
13076	1
13100	1
13183	0
13206	0
13298	0
13579	0
13693	0
13826	0
13904	0
13923	0
13938	0
14318	0
14418	0
14590	0
14631	0
14685	0
14731	1
14797	0
14808	0
14846	0
14919	0
15296	0
15428	0
15450	0
15667	0
15737	1
15874	0
15938	0
15961	0
16508	0
16590	0
16607	0
16819	0
16932	0
17233	0
17242	0
17256	0
17381	0
17426	1
17468	0
17490	0
17505	0
17521	0
17637	0
17643	0
17664	0
17681	0
17769	0
17791	0
17849	0
17975	0
18121	0
18194	0
18265	0
18279	0
18301	0
18370	0
18449	0
18602	0
18720	0
19028	0
19295	0
19305	0
19448	0
19468	0
19565	0
19575	0
19703	0
19813	0
19926	0
19981	0
19992	0
20227	0
20446	0
20553	0
20623	0
20899	0
21001	0
21067	0
21081	0
21143	0
21182	0
21194	0
21232	1
21346	1
21447	0
21543	0
21551	0
21581	0
21590	0
21601	0
21692	0
22241	0
22285	0
22463	0
22807	0
22918	0
22925	0
23113	0
23128	0
23154	0
23175	0
23319	0
23337	0
23630	0
23715	0
23743	0
23982	0
24473	0
24543	0
24726	0
24802	0
24921	0
25073	0
25111	0
25457	0
25469	0
25557	0
25560	0
25659	0
25914	0
26047	0
26155	0
26426	0
26584	0
26712	0
26798	0
26858	0
26929	0
27436	0
27684	0
27696	1
27725	0
27811	1
27973	0
28209	1
28222	0
28341	0
28369	0
28376	1
28574	0
28632	0
28703	1
28706	0
28803	0
28918	1
28983	0
29039	0
29166	0
29316	0
29490	0
29549	0
29553	0
29601	0
29700	0
30015	0
30036	0
30221	0
30227	1
30233	1
30253	0
30256	0
30592	0
30609	1
30874	0
30979	0
31293	0
31336	0
31357	0
31567	0
31747	0
31993	0
32106	0
32144	0
32191	0
32334	0
32335	0
32583	0
32595	0
33006	0
33037	0
33357	0
33459	1
33493	0
33506	0
33533	0
33601	0
33678	0
33819	0
33954	0
34197	0
34301	0
34330	0
34369	0
34826	0
34980	0
35255	0
35588	0
35620	0
35730	1
36060	0
36062	0
36314	1
36628	0
36675	0
36694	0
37086	0
37179	0
37286	0
37300	0
37407	0
37408	0
37772	0
37804	0
37880	1
37939	0
38386	1
38444	0
39067	0
39279	0
39329	0
39427	0
39814	0
40051	0
40055	0
40187	0
40271	0
40468	0
40778	0
40837	0
40900	0
41123	0
41276	0
41468	0
41485	0
41564	0
41604	0
41650	0
41753	0
41755	0
41862	0
41886	0
41993	0
42114	0
42203	0
42295	0
42321	0
42712	0
42720	0
42726	0
42750	0
42835	0
42859	0
43029	0
43103	0
43196	0
43238	0
43252	0
43476	0
43479	1
43746	0
43819	0
43909	0
43951	0
43979	0
44124	0
44251	0
44417	0
44585	1
45150	0
45320	0
45454	0
45549	0
45627	1
45651	0
45854	0
45997	0
46082	0
46182	0
46475	0
46526	0
46532	0
46601	0
46669	0
46702	0
47327	0
47333	0
47395	1
47520	0
47668	0
47731	0
47887	0
47895	0
47984	1
48030	0
48039	0
48433	0
48646	1
48704	0
48750	0
48824	0
48925	0
49101	0
49140	0
49329	0
49353	0
49390	0
49535	0
50084	0
50091	0
50101	0
50131	0
50445	0
50784	0
50903	0
50911	0
51224	0
